,traj_tx,traj_ty
0,2.197600431196113,-8.0525
1,2.1975896898531704,-8.0525
2,2.197566376971893,-8.0525
3,2.1975336792627065,-8.0525
4,2.1974997191505428,-8.0525
5,2.1974730390416157,-8.0525
6,2.197462412094145,-8.0525
7,2.197476204016669,-8.0525
8,2.197523422038788,-8.0525
9,2.19761256919806,-8.0525
10,2.1977521144927192,-8.0525
11,2.197950336844892,-8.0525
12,2.1982153070966763,-8.0525
13,2.1985548940535846,-8.0525
14,2.1989767805714022,-8.0525
15,2.199488476248692,-8.0525
16,2.2000973189293638,-8.0525
17,2.200810463660132,-8.0525
18,2.2016330725964277,-8.0525
19,2.202566442604436,-8.0525
20,2.2036136545003373,-8.0525
21,2.204780168065031,-8.0525
22,2.2060731929424926,-8.0525
23,2.207500888520799,-8.0525
24,2.209071584726052,-8.0525
25,2.210793263395828,-8.0525
26,2.2126733853386,-8.0525
27,2.214718965329967,-8.0525
28,2.216936726047177,-8.0525
29,2.219333217324894,-8.0525
30,2.221914891841718,-8.0525
31,2.224688295317081,-8.0525
32,2.2276601245524867,-8.0525
33,2.230837111359895,-8.0525
34,2.234226072957964,-8.0525
35,2.237833993173564,-8.0525
36,2.241668033128553,-8.0525
37,2.2457354745400586,-8.0525
38,2.2500436396010617,-8.0525
39,2.254599818565871,-8.0525
40,2.2594112137632347,-8.0525
41,2.264485259838146,-8.0525
42,2.269831229759116,-8.0525
43,2.275456704551666,-8.0525
44,2.2813682003314275,-8.0525
45,2.28757193909888,-8.0525
46,2.2940739653913256,-8.0525
47,2.3008801852202976,-8.0525
48,2.3079963692402865,-8.0525
49,2.315428143024291,-8.0525
50,2.323180983170652,-8.0525
51,2.331260226637406,-8.0525
52,2.339671090331944,-8.0525
53,2.348418691921143,-8.0525
54,2.357508068853942,-8.0525
55,2.36694419341172,-8.0525
56,2.376731984431092,-8.0525
57,2.3868763174007275,-8.0525
58,2.3973820349285897,-8.0525
59,2.408253951829545,-8.0525
60,2.419496859118184,-8.0525
61,2.431115531487489,-8.0525
62,2.443114732126042,-8.0525
63,2.455499212360168,-8.0525
64,2.468273708723577,-8.0525
65,2.481442943778629,-8.0525
66,2.4950116258481287,-8.0525
67,2.5089844466873394,-8.0525
68,2.5233660755111584,-8.0525
69,2.5381611573691343,-8.0525
70,2.5533743107358964,-8.0525
71,2.569010124163116,-8.0525
72,2.5850731529547257,-8.0525
73,2.601567915749369,-8.0525
74,2.618498891419612,-8.0525
75,2.6358705164910026,-8.0525
76,2.6536871829143185,-8.0525
77,2.6719532361120546,-8.0525
78,2.6906729733744394,-8.0525
79,2.709850642003984,-8.0525
80,2.729490437932289,-8.0525
81,2.749596504798076,-8.0525
82,2.770172933251659,-8.0525
83,2.7912237604655044,-8.0525
84,2.8127529698124176,-8.0525
85,2.834764490843461,-8.0525
86,2.8572621994237064,-8.0525
87,2.88024991800577,-8.0525
88,2.903731415765896,-8.0525
89,2.9277104087729877,-8.0525
90,2.952190560659398,-8.0525
91,2.9771754832217554,-8.0525
92,3.0026687369381464,-8.0525
93,3.028673831507713,-8.0525
94,3.055194226453418,-8.0525
95,3.082233331777859,-8.0525
96,3.109794508633864,-8.0525
97,3.137881069970269,-8.0525
98,3.166496281125573,-8.0525
99,3.1956433605317027,-8.0525
100,3.22532548060983,-8.0525
101,3.2555457580132,-8.0525
102,3.2863067842524147,-8.0525
103,3.317609651793079,-8.0525
104,3.349454480930861,-8.0525
105,3.381841028697937,-8.0525
106,3.414768960316893,-8.0525
107,3.448237964915222,-8.0525
108,3.4822477942303296,-8.0525
109,3.516798264225818,-8.0525
110,3.551889243712793,-8.0525
111,3.587520643123224,-8.0525
112,3.623692408246612,-8.0525
113,3.6604045184180896,-8.0525
114,3.6976569864944064,-8.0525
115,3.7354498581742743,-8.0525
116,3.773783209521344,-8.0525
117,3.8126571428236895,-8.0525
118,3.852071781608139,-8.0525
119,3.89202726571258,-8.0525
120,3.932523746921644,-8.0525
121,3.973561385329739,-8.0525
122,4.015140346318184,-8.0525
123,4.0572607979394775,-8.0525
124,4.099922908902153,-8.0525
125,4.14312684698729,-8.0525
126,4.186872775399699,-8.0525
127,4.231160851215818,-8.0525
128,4.275991224400151,-8.0525
129,4.321364036763488,-8.0525
130,4.367279420962238,-8.0525
131,4.413737499700178,-8.0525
132,4.460738385210574,-8.0525
133,4.508282110868421,-8.0525
134,4.556368394086505,-8.0525
135,4.604997248520032,-8.0525
136,4.654168745255388,-8.0525
137,4.703882956069164,-8.0525
138,4.7541399463407465,-8.0525
139,4.804939770690423,-8.0525
140,4.8562824718926905,-8.0525
141,4.908168082185876,-8.0525
142,4.960596625568298,-8.0525
143,5.013568119922764,-8.0525
144,5.067082578428923,-8.0525
145,5.121140010272373,-8.0525
146,5.17574042108325,-8.0525
147,5.230883813312703,-8.0525
148,5.286570186169128,-8.0525
149,5.342799536021209,-8.0525
150,5.399571857085567,-8.0525
151,5.456887142067625,-8.0525
152,5.514745382681464,-8.0525
153,5.573146570037405,-8.0525
154,5.632090694943729,-8.0525
155,5.691577748167129,-8.0525
156,5.751607720677586,-8.0525
157,5.812180603882473,-8.0525
158,5.873296389841151,-8.0525
159,5.934955071448697,-8.0525
160,5.997156642582211,-8.0525
161,6.0599010982065495,-8.0525
162,6.123188434444959,-8.0525
163,6.18701864862248,-8.0525
164,6.251391739283822,-8.0525
165,6.316307706192237,-8.0525
166,6.381766550311303,-8.0525
167,6.447768273771226,-8.0525
168,6.514312879820804,-8.0525
169,6.581400372766436,-8.0525
170,6.649030757899832,-8.0525
171,6.7172040414160366,-8.0525
172,6.785920230324839,-8.0525
173,6.855179332357393,-8.0525
174,6.924981355869056,-8.0525
175,6.995326309740809,-8.0525
176,7.066214203280592,-8.0525
177,7.137645046125467,-8.0525
178,7.209618848146254,-8.0525
179,7.282135619355525,-8.0525
180,7.355195369821818,-8.0525
181,7.428798109683447,-8.0525
182,7.502943849030752,-8.0525
