carx,cary,caryaw
3.1388879695724654,-8.053035003773688,-0.0038520336151123048
3.2777755707685676,-8.053658345567957,-0.004488072395324707
3.4166614890237237,-8.054583565229498,-0.006661625504493713
3.5555455393638846,-8.055756118900616,-0.008442479968070984
3.694427159306181,-8.057187888157014,-0.010308912992477416
3.833312133068352,-8.05824542495587,-0.007614332437515258
3.9721952059365417,-8.059528542911908,-0.009238573312759398
4.111077862370019,-8.060855970115465,-0.009557613730430601
4.2499626816663145,-8.061933601794347,-0.007759019732475279
4.388848299898012,-8.062902812503733,-0.006978368163108824
4.527729217486261,-8.064401161877484,-0.010788316130638121
4.666615176398952,-8.065320258119693,-0.006617535948753355
4.805498127350404,-8.066616505016086,-0.00933310568332672
4.944382561133095,-8.067742726069662,-0.008108873963356016
5.083266913748224,-8.0688789125317,-0.008180627226829527
5.222153952472638,-8.069617015074105,-0.005314359068870542
5.361037182170534,-8.070883044173819,-0.00911552846431732
5.499921811722218,-8.071984858718844,-0.007933141589164732
5.6387998365955,-8.073730862240023,-0.01257154643535614
5.777674805522338,-8.07570502701778,-0.01421445369720459
5.916550575045742,-8.077622045609896,-0.013802961111068724
6.055423155851039,-8.079757606771784,-0.015376634001731872
6.194290118524955,-8.082231671993478,-0.017814197540283204
6.333150410113975,-8.08505545329032,-0.02033261001110077
6.472004220571245,-8.088181735826554,-0.022511117458343506
6.610849671749242,-8.091659523654815,-0.02504266977310181
6.74972244769524,-8.093782357151005,-0.01528498411178589
6.888598808462821,-8.095656054285744,-0.013491017818450928
7.027486631685294,-8.096227789821778,-0.0041165041923522955
7.1663747684501,-8.09671747033033,-0.0035257041454315194
7.305260691631808,-8.097641950165027,-0.006656298637390138
7.444148540070469,-8.098207526932267,-0.004072160720825196
7.583037032118047,-8.098583156736336,-0.002704535722732545
7.721921438142196,-8.099712795757954,-0.008133484125137331
7.86081029075778,-8.099915132424503,-0.0014568233489990253
7.9996968695169395,-8.100735230940403,-0.005904738903045656
8.138578437486398,-8.10217203271687,-0.01034514904022217
8.277461933938467,-8.103408452648784,-0.008902333974838259
8.416347580416238,-8.104373607274413,-0.006949163675308229
8.555233166978285,-8.105347345594488,-0.007010967731475831
8.694117326916034,-8.106506845221832,-0.008348487615585327
8.833002536822681,-8.107532900866843,-0.007387661933898926
8.97189052831623,-8.108062183294324,-0.003810839653015137
9.11077639503479,-8.108995107103912,-0.006717096567153931
9.249665307499399,-8.109151041059487,-0.0011227238178253178
9.38855424516201,-8.109282631147185,-0.0009474480152130132
9.527443185732269,-8.109411115666198,-0.0009250879287719732
9.666332145135238,-8.109517308700486,-0.0007645893096923833
9.805220987483464,-8.10972657448771,-0.0015067130327224736
9.944109728749918,-8.109994661078392,-0.0019302231073379521
10.082998620983071,-8.109821643022617,0.0012457293272018428
10.221887463695554,-8.109612619130829,0.0015049713850021358
10.360776420029536,-8.10972275294472,-0.0007929629087448126
10.499665419890094,-8.109716529304201,4.481017589569032e-05
10.638553915964433,-8.110090667257923,-0.0026937943696975714
10.777441341632523,-8.110751963175877,-0.00476134479045868
10.916328061349953,-8.111547831966496,-0.005730282068252565
11.055217028317461,-8.11164362183231,-0.0006896865367889415
11.194103250526338,-8.11252203036275,-0.0063245785236358655
11.332982026984311,-8.114207192235135,-0.012133453488349915
11.471845229562243,-8.11688399831709,-0.019274181723594665
11.610725311452153,-8.118457902777964,-0.011332345604896545
11.749611509417754,-8.11934013611436,-0.0063521176576614375
11.888492216989698,-8.120857826898456,-0.010927582383155821
12.02737062859058,-8.122572794016547,-0.01234806716442108
12.166252389202356,-8.123990852680118,-0.010210191607475279
12.305141183533639,-8.124229871932034,-0.0017209380865097022
12.444030181072007,-8.124203722608549,0.0001882749795913722
12.582918106939646,-8.1247499544139,-0.0039328759908676125
12.721807008343957,-8.124915446720568,-0.001191543936729429
12.860691828200336,-8.125993006213717,-0.0077584999799728376
12.999563530641076,-8.128184941935936,-0.01578257977962494
13.138443089837725,-8.129804311672785,-0.011659716963768005
13.277329055318562,-8.130722414856312,-0.006610385775566101
13.416215677305129,-8.131535159687548,-0.005851791501045226
13.555104481866667,-8.131768158543082,-0.0016775912046432485
13.693992963656372,-8.13214756222087,-0.0027317076921463002
13.83287722097443,-8.133295338423569,-0.008264076113700867
13.971748790236973,-8.13549569556698,-0.015843221545219423
14.110605233683865,-8.13850275963019,-0.021652535796165467
14.249476384327034,-8.140729380397685,-0.01603234350681305
14.388352953045613,-8.14258760050139,-0.013379573225975038
14.527237889347505,-8.143650045520937,-0.007649672627449037
14.666125141503688,-8.144346830641936,-0.00501686990261078
14.805008570915387,-8.145590758230608,-0.008956391215324402
14.943891783949999,-8.146858613972574,-0.00912868082523346
15.082772836521597,-8.148344399153881,-0.010697848796844482
15.221658820258467,-8.149259736491572,-0.006590471267700195
15.360547090531458,-8.149709960409838,-0.0032416152954101557
15.499433074982456,-8.150625189385241,-0.0065896910429000845
15.638317680491017,-8.151730030428594,-0.007954933047294615
15.777201449692907,-8.152935423840036,-0.008678934574127196
15.916086053214439,-8.154040514635703,-0.00795673131942749
16.05497209429414,-8.154947109477618,-0.0065275239944458
16.193860218015303,-8.155440475685474,-0.0035522413253784176
16.332749028066342,-8.155670178985575,-0.001653863191604614
16.471637923168007,-8.15584087883451,-0.0012290382385253902
16.610525176661668,-8.15653739731065,-0.005014950037002563
16.749407710122384,-8.157877628832896,-0.009649809002876281
16.8882856680122,-8.159628952147893,-0.012609851956367492
17.027168607030013,-8.160926477012517,-0.009342307448387144
17.166054834213217,-8.161804098693958,-0.006318913102149962
17.30494380199096,-8.1618987064831,-0.0006811755895614604
17.443832348159148,-8.162253761811945,-0.002556399106979368
17.58272127118905,-8.162107540766396,0.0010527908802032493
17.72161026984886,-8.162088246313587,0.00013891994953155737
17.860499268125814,-8.162066368825231,0.00015751779079437476
17.999384831300457,-8.161089300423441,0.007034944891929629
18.138273519783848,-8.161383464261972,-0.002117979526519773
18.27716228142365,-8.161126148965003,0.0018526697158813502
18.416051280768134,-8.161112654959357,9.715676307678485e-05
18.554938547041782,-8.160418689518892,0.004996567964553836
18.693827452562303,-8.160580690483126,-0.0011664062738418555
18.832716079270934,-8.16090270288996,-0.002318489551544187
18.971602008713596,-8.161826241653618,-0.006649522781372068
19.110490747274927,-8.162095726054506,-0.0019402873516082744
19.249375781634644,-8.163145274481508,-0.007556814551353453
19.38826264586335,-8.163915511923314,-0.00554573357105255
19.527151640069555,-8.163955629109369,-0.0002888435125350938
19.666039187857606,-8.163320498869682,0.0045729500055313125
19.80492781380214,-8.162998157065024,0.0023208612203598038
19.943816489734708,-8.163298188227044,-0.002160224318504332
20.082704694671282,-8.163768135560948,-0.0033836245536804184
20.22159285543685,-8.163285310377859,0.003476345539093019
20.360479162347985,-8.162420397905242,0.006227405071258546
20.49936809840028,-8.162287119018693,0.0009596073627471937
20.638256331695995,-8.16274860899099,-0.003322731256484984
20.7771438791153,-8.163383819861735,-0.0045735305547714225
20.91603269750514,-8.163159215156764,0.0016171532869339
21.054921081130676,-8.163572996362962,-0.00297922670841217
21.193809714746823,-8.16389201554601,-0.002296938300132751
21.332697999711048,-8.164337684364915,-0.0032088184356689445
21.471586358905228,-8.164759586425356,-0.0030376970767974844
21.610474143375082,-8.165340659618323,-0.004183735847473144
21.74936231027479,-8.165821717036218,-0.00346361756324768
21.88824626548269,-8.167005485092288,-0.008523226380348206
22.027133872904443,-8.16762743819396,-0.004478073716163636
22.166018736708654,-8.168699318357797,-0.007717607617378236
22.304902739032663,-8.169877545612968,-0.008483331203460695
22.44379141905804,-8.170175676134763,-0.002146539688110353
22.5826787023991,-8.169485134941345,0.00497191309928894
22.7215672070287,-8.16985608339322,-0.002670829892158509
22.86045495841825,-8.169267156441064,0.004240283370018005
22.999343490561063,-8.169627656392146,-0.0025956004858016975
23.13823239699014,-8.169788876535437,-0.0011607843637466437
23.277121390823588,-8.16983026412923,-0.00029799044132232725
23.416010325227894,-8.169695278810801,0.000971893668174743
23.554896663339143,-8.168835390999677,0.006191226840019225
23.693779427099503,-8.167519240824346,0.009476415514945984
23.832658968141306,-8.165898314848642,0.011670922636985779
23.97153325497961,-8.163876737209149,0.014555861353874206
24.110404670915617,-8.161666724329432,0.01591275155544281
24.249272702069824,-8.1592533772026,0.017376959919929505
24.38814298948094,-8.156973553666846,0.016415453553199767
24.527009082795736,-8.154451164226924,0.018162187933921815
24.665871801798033,-8.151749388461008,0.019453997015953066
24.804752284552603,-8.150211262699699,0.011074723005294801
24.943640834175604,-8.149857561386378,0.002546650171279908
25.082528796308445,-8.150394493026376,-0.0038659143447875967
25.22141680207317,-8.150920017239525,-0.0037837803363800038
25.360305713068165,-8.151077254715782,-0.001132109165191649
25.49919376494888,-8.15159044647315,-0.0036949861049652088
25.638076638045273,-8.15289500827358,-0.009392975568771361
25.776964206126948,-8.15352568517835,-0.004540885686874389
25.915852535310965,-8.15395735342154,-0.003108013868331908
26.054735816034118,-8.155217772627193,-0.009075135588645934
26.19362307151623,-8.155913894488759,-0.005012094378471373
26.332511793554545,-8.155636024800117,0.002000661492347719
26.471400721445526,-8.155494496379816,0.0010190039873123186
26.610289503537587,-8.155248467957891,0.001771404147148134
26.74917704646911,-8.155884659315557,-0.004580590128898619
26.88806255090903,-8.156870041205487,-0.007094803452491759
27.02694749890716,-8.157930956167611,-0.007638655900955199
27.165836327270554,-8.158149306444258,-0.0015721213817596422
27.30472506777888,-8.157880827373964,0.0019330489635467542
