carx,cary,caryaw
3.138888689819937,-8.052793532112988,-0.002113431096076965
3.277777013512908,-8.053226963487544,-0.003120708465576172
3.4166653090946073,-8.053669311100286,-0.0031849056482315067
3.555552905235799,-8.054293778170123,-0.004496174454689026
3.6944399615613954,-8.05502856127453,-0.005290458798408509
3.833326135761416,-8.055914528024209,-0.006378998756408692
3.972213095102986,-8.056667419685091,-0.005420842170715333
4.111099894859701,-8.057449196084105,-0.005628815293312074
4.249986916949046,-8.058190422199237,-0.005336849093437196
4.388872819269223,-8.059118030796819,-0.0066788262128829965
4.527757484113764,-8.060215387630047,-0.007901045083999634
4.6666419037006195,-8.061343357940961,-0.008121469020843507
4.805525411454852,-8.062578507680934,-0.008893188238143921
4.944409428466735,-8.063755002323063,-0.008470855951309204
5.083293249967626,-8.064954354776956,-0.008635438084602357
5.222177282086194,-8.066129064736403,-0.008458005785942078
5.361059606470485,-8.067490789604484,-0.00980456829071045
5.499933627702089,-8.069530531736243,-0.014686659574508668
5.638814684127338,-8.07101595666091,-0.010695254802703858
5.777693829004682,-8.072670477479061,-0.011912822127342224
5.916572736056387,-8.074344842171666,-0.012055708169937134
6.055447522063395,-8.076331832988858,-0.01430681049823761
6.1943265083647265,-8.077999611425797,-0.012008283734321595
6.333206226746259,-8.079605271186239,-0.011560998558998108
6.472080309105634,-8.081640847232858,-0.014656660556793212
6.610947558405687,-8.084098771730629,-0.0176979660987854
6.749817341602445,-8.086409104149482,-0.01663514733314514
6.888675410354453,-8.089340155746202,-0.021105121374130245
7.027541492035492,-8.091863185582552,-0.018166799545288083
7.166407729360812,-8.094377634251309,-0.018105005025863645
7.305276948790865,-8.096721608629979,-0.016877403259277342
7.444149924230737,-8.098831351144295,-0.01519071817398071
7.583023996484056,-8.100867616544448,-0.014661624431610105
7.721901536884967,-8.10265173907204,-0.012846025228500363
7.860777315328538,-8.104568111345936,-0.013798307180404661
7.999654212951785,-8.106401585518695,-0.013201386928558347
8.138532180298085,-8.108152158784804,-0.012604451179504391
8.27740277682169,-8.110413075010182,-0.016279302835464474
8.41628829846746,-8.111396028814912,-0.007077320814132686
8.555172217719331,-8.112584007871785,-0.008553546667098995
8.694037688629267,-8.115140433102837,-0.01840728640556335
8.83292035992321,-8.116466304612112,-0.009546412229537957
8.971797673615713,-8.118267987867851,-0.012972472906112665
9.110668581478716,-8.120509699335722,-0.016141010522842402
9.249549375989316,-8.122019413581702,-0.010870147943496698
9.388425120192458,-8.123938265588338,-0.01381616294384002
9.527310845112794,-8.124892065542657,-0.006867408156394951
9.666195717169904,-8.125962875834094,-0.007709904313087456
9.805070440840923,-8.127954218671974,-0.014338148236274712
9.943958088689245,-8.128567077677552,-0.004412595629692069
10.082846599896332,-8.128935555192541,-0.0026530390977859415
10.221725598447858,-8.130602313221004,-0.012000936269760124
